name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
CTO / Технический руководитель,"<p>Привет! Мы в поисках технического руководителя для команды инвестиционного фонда.</p> <p>Фонд специализируются на прямых и венчурных инвестициях в Европе и на развивающихся рынках, инвестируя в быстрорастущие компании из таких секторов как здравоохранение, образование, финансовые услуги, потребительские услуги и технологии.</p> <p><strong>Основные задачи:</strong></p> <ul> <li> <p>Управлять текущей IT-инфраструктурой компании</p> </li> <li> <p>Сформировать стратегию развития IT-инфраструктуры</p> </li> <li> <p>Управлять командой (основные сотрудники\ фрилансеры)</p> </li> <li> <p>Автоматизировать внутренние процессы</p> </li> <li> <p>Внедрять новые инструменты для оптимизации работы</p> </li> <li> <p>Участвовать в Due Diligence других компаний</p> </li> </ul> <p><strong>Ожидания от кандидата:</strong></p> <ul> <li> <p>Опыт управления командой</p> </li> <li> <p>Опыт взаимодействия с собственниками\бизнесом</p> </li> <li> <p>Опыт в роли фулстека (язык программирования значения не имеет)</p> </li> <li> <p>Опыт работы в финансовом рынке — как преимущество</p> </li> <li> <p>Понимание рынка инвестиций</p> </li> <li> <p>Здорово, если есть знания в таких направлениях как AI, Data Science, Blockchain</p> </li> <li> <p>Самостоятельный в принятии решений, проактивный</p> </li> <li> <p>Хороший уровень коммуникаций</p> </li> <li> <p>Свободный английский</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li> <p>Работа из любой точки мира</p> </li> <li> <p>Заработная плата в рынке</p> </li> <li> <p>Самостоятельность в принятии решений</p> </li> <li> <p>Возможность использовать различные технологии, внедрять новые инструменты</p> </li> <li> <p>В процессе Due Diligence возможность взаимодействовать с лучшими специалистами в ИТ на международном рынке и познакомиться с самыми современными технологиями</p> </li> <li> <p>ДМС, компенсация обучения и расходов на спорт</p> </li> </ul>","Английский язык
Управление персоналом
Ведение переговоров
Обучение и развитие
Взаимодействие с инвестиционными фондами
Стратегическое мышление",between1And3,FALSE,Skyeng,350000,450000,FALSE,RUR,Москва,2022-07-05T19:49:24+0300
Дизайнер,"<strong>Обязанности:</strong> <p>Печать:</p> <p>Разработка макетов для наружной рекламы</p> <p>Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее)</p> <p>Интернет:</p> <p>Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)</p> <p> </p> <strong>Требования:</strong> <ul> <li>Опыт работы графическим дизайнером</li> <li>Умение готовить Файлы в печать</li> <li>Портофолио желательно, будет небольшое тестовое задание</li> </ul> <strong>Условия:</strong> <ul> <li>Работа полностью удаленная</li> <li>Гибкий график</li> <li>частичная занятость (работа под конкретную задачу)</li> <li>возможна работа из любого региона</li> <li>Фиксированная оплата за месяц</li> <li>оформление через самозанятость</li> </ul>","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,FALSE,Главпирог,15000,15000,FALSE,RUR,Москва,2022-07-05T19:49:52+0300
Дизайнер,"<strong>Обязанности:</strong> <p>Печать:</p> <p>Разработка макетов для наружной рекламы</p> <p>Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее)</p> <p>Интернет:</p> <p>Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)</p> <p> </p> <strong>Требования:</strong> <ul> <li>Опыт работы графическим дизайнером</li> <li>Умение готовить Файлы в печать</li> <li>Портофолио желательно, будет небольшое тестовое задание</li> </ul> <strong>Условия:</strong> <ul> <li>Работа полностью удаленная</li> <li>Гибкий график</li> <li>частичная занятость (работа под конкретную задачу)</li> <li>возможна работа из любого региона</li> <li>Фиксированная оплата за месяц</li> <li>оформление через самозанятость</li> </ul>","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,FALSE,Главпирог,15000,15000,FALSE,RUR,Санкт-Петербург,2022-07-05T19:49:52+0300
Дизайнер,"<strong>Обязанности:</strong> <p>Печать:</p> <p>Разработка макетов для наружной рекламы</p> <p>Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее)</p> <p>Интернет:</p> <p>Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)</p> <p> </p> <strong>Требования:</strong> <ul> <li>Опыт работы графическим дизайнером</li> <li>Умение готовить Файлы в печать</li> <li>Портофолио желательно, будет небольшое тестовое задание</li> </ul> <strong>Условия:</strong> <ul> <li>Работа полностью удаленная</li> <li>Гибкий график</li> <li>частичная занятость (работа под конкретную задачу)</li> <li>возможна работа из любого города в одном часовом поясе с Москвой</li> <li>Фиксированная оплата за месяц</li> <li>оформление через самозанятость</li> </ul>","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,FALSE,Главпирог,15000,15000,FALSE,RUR,Воронеж,2022-07-05T19:49:52+0300
Дизайнер,"<strong>Обязанности:</strong> <p>Печать:</p> <p>Разработка макетов для наружной рекламы</p> <p>Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее)</p> <p>Интернет:</p> <p>Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)</p> <p> </p> <strong>Требования:</strong> <ul> <li>Опыт работы графическим дизайнером</li> <li>Умение готовить Файлы в печать</li> <li>Портофолио желательно, будет небольшое тестовое задание</li> </ul> <strong>Условия:</strong> <ul> <li>Работа полностью удаленная</li> <li>Гибкий график</li> <li>частичная занятость (работа под конкретную задачу)</li> <li>возможна работа из любого региона</li> <li>Фиксированная оплата за месяц</li> <li>оформление через самозанятость</li> </ul>","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,FALSE,Главпирог,15000,15000,FALSE,RUR,Краснодар,2022-07-05T19:49:52+0300
Дизайнер,"<strong>Обязанности:</strong> <p>Печать:</p> <p>Разработка макетов для наружной рекламы</p> <p>Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее)</p> <p>Интернет:</p> <p>Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)</p> <p> </p> <strong>Требования:</strong> <ul> <li>Опыт работы графическим дизайнером</li> <li>Умение готовить Файлы в печать</li> <li>Портофолио желательно, будет небольшое тестовое задание</li> </ul> <strong>Условия:</strong> <ul> <li>Работа полностью удаленная</li> <li>Гибкий график</li> <li>частичная занятость (работа под конкретную задачу)</li> <li>возможна работа из любого региона</li> <li>Фиксированная оплата за месяц</li> <li>оформление через самозанятость</li> </ul>","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,FALSE,Главпирог,15000,15000,FALSE,RUR,Казань,2022-07-05T19:49:52+0300
Дизайнер,"<strong>Обязанности:</strong> <p>Печать:</p> <p>Разработка макетов для наружной рекламы</p> <p>Разработка Pos материалов для кафе (листовки, плакаты, баннеры, визитки, ролл апы, меню, этикетки и прочее)</p> <p>Интернет:</p> <p>Разработка макетов для почтовых рассылок (есть существующий шаблон), баннеров для сайта, баннеров для контекстной рекламы, картинки для соц сетей (очень редко)</p> <p> </p> <strong>Требования:</strong> <ul> <li>Опыт работы графическим дизайнером</li> <li>Умение готовить Файлы в печать</li> <li>Портофолио желательно, будет небольшое тестовое задание</li> </ul> <strong>Условия:</strong> <ul> <li>Работа полностью удаленная</li> <li>Гибкий график</li> <li>частичная занятость (работа под конкретную задачу)</li> <li>возможна работа из любого региона</li> <li>Фиксированная оплата за месяц</li> <li>оформление через самозанятость</li> </ul>","Adobe Photoshop
CorelDRAW
Adobe Illustrator
Графический дизайн
Графические редакторы",between1And3,FALSE,Главпирог,15000,15000,FALSE,RUR,Тула,2022-07-05T19:49:52+0300
Технический писатель,"<p>Российская компания – системный интегратор с 25-летним стажем (основная специализация – ИБ) – приглашает Технического писателя.</p> <p><strong>Требования</strong>:</p> <ul> <li>Высшее техническое образование, опыт работы с текстами обязателен.</li> <li>Опыт разработки технической и рабочей документации</li> <li>Владение пакетом MS Office и отличное знание MS Word</li> <li>Знание и умение оформления документации в соответствии с ГОСТ</li> <li>Знание нормативов в области написания тех. Документации</li> <li>Желателен опыт работы в должности технического писателя, участия в НИР, ОКР.</li> <li>Желательно знание нормативно-методической документации в области ИБ, национальных и международных стандартов в области ИБ, владение соответствующей терминологией.</li> </ul> <p> </p> <p><strong>Обязанности</strong>:</p> <ul> <li>Разработка комплекта документации: отчеты НИР, технико-экономическая, документация эскизного, технического и рабочего проекта, пояснительные записки и общие описания решения, составление спецификаций, смет, схем и иных документов по ГОСТ и по внутренним стандартам заказчика.</li> <li>Обработка отдельных элементов технической документации для составления единых документов, поддержка документации в актуальном состоянии.</li> </ul> <p> </p> <p><strong>Условия</strong>:</p> <ul> <li>Оформление по ТК, оплачиваемый мобильный телефон</li> <li>График ПН-ПТ с 09:30 до 18:00</li> <li>Зарплата 100 000 – 120 000 руб. на руки (определяется по итогам собеседования)</li> <li>Наличие бонусов по результатам проекта;</li> <li>Оплаты обучения/сертификационных экзаменов;</li> <li>Реальные перспективы роста;</li> <li>Компания расположена в центре Москвы</li> </ul> <p> </p>","Грамотная речь
Написание текстов
Английский язык
Грамотность
Техническая документация",between1And3,FALSE,"Эксперт, Кадровый Центр",100000,120000,FALSE,RUR,Москва,2022-07-05T19:58:39+0300
Системный аналитик,"<p><em><strong>Компания Shop and Show – современный формат электронного телемагазина с 14 часами прямых эфиров в сутки и круглосуточным вещанием.</strong></em></p> <p>Сегодня Shop&amp;Show – это не только удобные и полезные покупки. Это зажигательные шоу, интересные советы, звездные гости, позитивные эмоции.</p> <p><strong>Для связи можете использовать Telegram: @strokov_da</strong></p> <p><strong>Основные проекты:</strong></p> <ul> <li>Проектирование и разработка модулей системы CRM (внутренняя разработка Компании);</li> <li>Разработка системы для планирования эфиров;</li> <li>Разработка системы управления складом (WMS);</li> <li>Внедрению учтённого Контура на Базе 1С УТ 11.4 БиТ.Финанс.</li> </ul> <p><strong>Что мы предлагаем?</strong></p> <ul> <li>Работа в лидере ТВ продаж России, входящей в ТОП-3 Российских компаний;</li> <li> <p>Привлекательную заработную плату в соответствии с вашими навыками и опытом;</p> </li> <li> <p>Бонусную систему основанную на достижении поставленных KPI;</p> </li> <li>Вы сможете принимать участие в развитии, воплощать свои идеи и технологии/ познакомится с лучшими практикам;</li> <li> <p>Открытую и простую коммуникацию внутри команды;</p> </li> </ul> <p><strong>Ключевые задачи, которые предстоит решать:</strong></p> <ul> <li>Постановка задач на автоматизацию бизнес-процессов (подготовка технических заданий), разработка и реализация сценариев внедрения разработанного функционала;</li> <li>Разработка обучающих материалов для сотрудников при изменении бизнес-процессов процессов;</li> <li>Внедрение разработанного функционала в продуктив (обучение пользователей, подготовка и проведение uat, организация пилотного внедрения и масштабирования).</li> </ul> <p><strong>Наши пожелания к экспертизе:</strong></p> <ul> <li>Опыт работы в роли системного аналитика от 2 лет;</li> <li>Подтвержденный успешный опыт участия в проектах автоматизации процессов масштаба предприятия в качестве системного аналитика / внедренца ИС;</li> <li>Сильные аналитические навыки;</li> <li>Бизнес ориентированность - умение думать о бизнес приоритетах компании за рамками своего направления;</li> <li>Опыт подготовки технических заданий на доработку функционала информационных систем (товародвижение, закупки, планирование продаж), опыт контроля соответствия фактически выполненных доработок техническому заданию, опыт внедрения доработок в продуктив (обучение пользователей, пилот, роллаут);</li> <li>Свободное владение пакетом MS Office, особенно MS Visio (проволочные диаграммы, uml), MS Exсel (таблицы, графики, формулы, сводные таблицы);</li> </ul> <p><em>Плюсом будут:</em></p> <ul> <li>Знание основных требований BPM BOK 3.0;</li> <li>Знание нотаций описания бизнес-процессов (BPMN, ePC, IDEF, Work Flow);</li> <li>Знание Стандартов ИСО (Менеджмент качества);</li> <li>Знание инструментов описания процессов Business studio</li> </ul>","Power BI
BPM BOK 3.0;
Business studio
EPC
Work Flow
IDEF
User story",between3And6,FALSE,Shop&Show,,,,,Москва,2022-07-05T19:58:47+0300
Наладчик автоматической линии,"<strong>Обязанности:</strong> <ul> <li>Техническое обслуживание и ремонт линии по производству бруса и пиломатериалов (линия сращивания и строгания)</li> <li>Обеспечение бесперебойной работы оборудования и выпуска продукции нужного качества.</li> </ul> <strong>Требования:</strong> <ul> <li>Знание устройства гидравлических прессов, пневматических механизмов, транспортеров ленточных и цепных, фрезерных станков и т.п..</li> <li>Опыт и умение наладки , ремонта производственного оборудования по деревообработке.</li> </ul> <strong>Условия:</strong> <ul> <li>Место работы: д.Неверково, Владимирская область</li> <li>20 минут от города на служебном транспорте</li> <li>Комфортные условия труда, теплые цеха</li> <li>Оформление согласно ТК РФ</li> <li>График работы: 5/2, с 08:00 до 17:00</li> <li>Стабильная заработная плата, выдается 2 раза в месяц</li> <li>Скидки на продукцию компании</li> <li>Перспективы карьерного и профессионального роста</li> </ul>",,between1And3,FALSE,Агро-оптим,50000,,FALSE,RUR,Владимир,2022-07-05T20:00:53+0300
Инженер-координатор (ITSM),"<p>Группа сопровождения интеграционных решений Банка (Synapse, СберAPI, Интеграционный шлюз) в поисках инженера по организации и координации работ по управлению процессами ITSM.</p><h3><strong>Обязанности</strong></h3> <ul> <li>организация ИТ-процессов подразделения в соответствии с требованиями Банка;</li> <li>подготовка сводной сложной и нестандартной аналитической и оперативной отчетности подразделения;</li> <li>контроль по исполнению задач и поручений по подразделению;</li> <li>обеспечение выполнений целей, КПЭ и ППР, а также сбор и консолидацию материалов, подтверждающих их исполнение</li> <li>администрирование сложных и нестандартных ИТ-процессов подразделения, их регулярная модернизация и внедрение новых;</li> <li>организация и проведение комиссий по ИТ-процессам;</li> <li>несение предложений по изменению нормативных и методологических документов в части ITSM.</li> </ul><h3><strong>Требования</strong></h3> <ul> <li>высшее техническое образование;</li> <li>знание и понимание методологий ITIL, ITSM;</li> <li>знание языка запросов SQL опыт работы с СУБД;</li> <li>знание Excel;</li> <li>знание PowerPoint;</li> <li>активность, ответственность, инициативность и умение решать вопросы;</li> <li>понимание принципов построения высоконагруженных систем (желательно);</li> <li>знание английского на уровне, достаточном для чтения технической документации (желательно).</li> </ul><h3><strong>Условия</strong></h3> <ul> <li>пятидневную рабочую неделю;</li> <li>профессиональную команду единомышленников;</li> <li>интересные и амбициозные задачи;</li> <li>возможность профессионального и карьерного роста;</li> <li>работу в крупной стабильной компании;</li> <li>официальное трудоустройство согласно ТК РФ, белую заработную плату (оклад + годовая премия);</li> <li>возможность обучения за счет компании;</li> <li>страхование (от несчастных случаев, ДМС);</li> <li>выплаты материальной помощи в особых/чрезвычайных случаях;</li> <li>льготные условия по банковским услугам;</li> <li>работу в комфортном и современном офисе рядом со ст. м. Кожуховская и МЦК Дубровка;</li> <li>столовую, бесплатные тренажерный зал, зоны отдыха на территории Сбера, бассейн в пешей доступности от офиса;</li> <li>широкий спектр корпоративных мероприятий.</li> </ul>",,between1And3,FALSE,СБЕР,,,,,Москва,2022-07-05T20:02:10+0300
Ассистент руководителя Escalator,"<p>Меня зовут Мария Гринёва, я директор по развитию студии маркетинга Escalator. Мы предоставляем комплексный маркетинг компаниям: создаём сайты, продвигаем бренды в интернете, занимаемся профессиональной упаковкой бизнеса.</p> <p>К нам в коллектив требуется ассистент, правая рука руководителя. Мы будем на одной волне, если ты коммуникабельный специалист, готовый выполнять разноплановые задачи в бизнес-сфере и расти в своих компетенциях.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>работа с большим объемом данных;</p> </li> <li> <p>общение с партнёрами и контрагентами (через рабочую почту или по телефону);</p> </li> <li> <p>работа с документацией/ ведение отчетности</p> </li> <li> <p>разработка презентаций;</p> </li> <li> <p>ведение рассылок/ совершение звонков;</p> </li> <li> <p>присутствие на плановых встречах компании, подготовка фоллапов;</p> </li> <li> <p>контроль дат встреч и совещаний/ напоминание руководителю и партнерам</p> </li> <li> <p>выполнение других актуальных задач от руководителя (как личных, так и деловых);</p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p>работа ассистентом от 1-го года;</p> </li> <li> <p>опыт работы в Microsoft Excel, PowerPoint, Asana (опционально);</p> </li> <li> <p>фанат планирования, систематизирования и вдумчивого подхода, без излишнего перфекционизма;</p> </li> <li> <p>навыки аккуратного оформления материалов;</p> </li> <li> <p>грамотная устная и письменная речь;</p> </li> <li> <p>желание расти и развиваться в маркетинге;</p> </li> <li> <p>в идеале – знание английского языка (хотя бы письменно).</p> </li> </ul> <strong>Условия:</strong> <ul> <li> <p>испытательный срок 2 месяца;</p> </li> <li> <p>оклад 15 000 р + KPI;</p> </li> <li> <p>гибкий график (3-4 часа в день), удаленная работа;</p> </li> <li> <p>саморазвитие и прокачка своего проф-интеллекта (будут прибавляться задачи/ ведение проектов)</p> </li> </ul>","MS PowerPoint
Грамотная речь
Английский язык
Подготовка презентаций
Работа в команде",between1And3,FALSE,Ряскина Виктория Юрьевна,15000,,FALSE,RUR,Москва,2022-07-05T20:02:42+0300
Ведущий специалист по контролю качества эксплуатации подвижного состава,"<p>АО &quot;Демиховский машиностроительный завод&quot;, входящий в ГК &quot;ТрансМашХолдинг&quot;, приглашает специалистов по контролю качества эксплуатации подвижного состава.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Проведение &quot;первичного&quot; расследования отказов, возникших на подвижном составе производимом АО &quot;ДМЗ&quot;</li> <li>Выявление и проведение расследования случаев нарушения безопасной эксплуатации продукции АО &quot;ДМЗ&quot;;</li> <li>Организация проведения расследований случаев отказов/неисправностей электропоездов серии ЭП2Д, ЭП3Д</li> <li>Формирование комплектов первичной и вторичной документации при проведении расследований отказов в работе оборудования ЭП2Д, ЭП3Д</li> </ul> <p><strong>Требования:</strong></p> <p>- Высшее техническое образование</p> <p>- Рассматриваются выпускники технических профильных ВУЗов</p> <p>- Желательно опыт работы в Депо, на предприятиях, осуществляющих производство или сервисное обслуживание, ремонт, эксплуатацию подвижного состава, в должности инженерно-технического работника/инженера по гарантийному обслуживанию подвижного состава, слесаря по ремонту подвижного состава</p> <p><strong>Условия:</strong></p> <ul> <li> <p>оформление согласно ТК РФ, в офисе АО ДМЗ (д.Демихово)</p> </li> <li> <p>зарплата по результатам собеседования, квартальная премия 60% от оклада</p> </li> <li> <p>график работы 5/2, 2/2</p> </li> <li> <p>работа в Депо Раменское, наличие командировок</p> </li> <li> <p>предоставляется корпоративная сотовая связь.</p> </li> </ul> <p> </p> <p> </p> <p> </p>","Претензионная работа
Техническое обслуживание
Техническая эксплуатация
Пассажирский транспорт
Организация рабочих мест
Техническая грамотность",noExperience,FALSE,"ТрансМашХолдинг, Группа компаний",46000,,TRUE,RUR,Раменское,2022-07-05T20:03:00+0300
Unreal Engine Tech Lead/CTO,"<p><strong>Azur Games</strong> — международный разработчик и издатель мобильных игр.<br />Azur Games входит в ТОП-3 мировых издателей мобильных игр по загрузкам. В 2022 году мы преодолели отметку в <strong>3 миллиарда установок</strong>!</p> <p>Azur Games сегодня — это более <strong>500</strong> профессионалов. В нашем портфолио 150+ успешных free-to-play проектов в разных игровых жанрах: от 3D экшен-шутеров с синхронным PvP до гиперкэжуала</p> <p>Сейчас мы ищем<strong> Unreal Engine Tech Lead/CTO</strong> на наш новый ПК проект - Real-Life симулятор, заточенный под социальное взаимодействие. Действие происходит в виртуальном городе высокого качества, где жилые помещения выступают в качестве ультрадорогих NFT токенов.</p> <p>Концепутально мы ориентируемся на такие проекты, как Decentraland и SandBox. Но с технической и геймплейной стороны игра будет напоминать GTA Online с улучшенным визуалом.</p> <p><strong>С чего будем начинать:</strong></p> <ul> <li> <p>Подбор технической команды с нуля</p> </li> <li> <p>Построение архитектуры проекта</p> </li> <li> <p>Подготовка отдельного участка города для проведения онлайн мероприятия на большое количество человек (500+)</p> </li> <li> <p>Проработка фрилука - создание живой версии города (перемещение НПС и машин) при поддержке возможности прогуливаться по нему 100+ игроков одновременно</p> </li> <li> <p>Создание и проработка редактора квартир, машин и гаража</p> </li> </ul> <p><strong>Мы ждем от кандидата:</strong></p> <ul> <li> <p>Опыт работы в Unreal Engine на должности синьора и\или лидом, в команде 3+ человек</p> </li> <li> <p>Опыт работы + понимание нюансов реализации ММО или сетевых игр</p> </li> <li> <p>Хотя бы один завершённый проект</p> </li> <li> <p>Хорошие знание C++</p> </li> <li> <p>Умение распределять и декомпозировать задачи. Представление о том, как выстроить команду с нуля</p> </li> <li> <p>Интерес к сфере блокчейн</p> </li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Официальное трудоустройство;</p> </li> <li> <p>Гибкий график работы: можно удаленно, можно в офис, можно гибрид;</p> </li> <li> <p>ДМС со стоматологией и 50% компенсация психологической помощи;</p> </li> <li> <p>Софинансирование профессионального обучения, участие в профильных конференциях, тренингах, образовательных мероприятиях;</p> </li> <li> <p>50% оплаты обучения английскому и любому второму языку;</p> </li> <li> <p>Компенсация фитнеса;</p> </li> <li> <p>Предоставляем корпоративную технику и все необходимые для работы гаджеты;</p> </li> <li> <p>Современный офис, в 5 минутах от ст. метро “Улица 1905 года” и 10 минутах от ст. метро “Краснопресненская”;</p> </li> <li> <p>Вкусные завтраки для правильного начала рабочего дня и свежие фрукты/овощи/снеки/напитки круглосуточно</p> </li> </ul>",,between3And6,FALSE,Azur Games,,,,,Москва,2022-07-05T20:04:46+0300
Старший специалист по ценообразованию,"<p>Наш клиент, крупная международная компания, находится в поиске специалиста на позицию Senior Pricing Specialist.</p> <p><strong>Основные обязанности</strong><strong>:</strong></p> <ul> <li>Управление ценами России и СНГ;</li> <li>Прогноз цен;</li> <li>Анализ ценовых колебаний (распродажа/распродажа);</li> <li>Управление бонусами;</li> <li>Управление условиями SAP;</li> <li>Управление сезонными дополнениями;</li> <li>Моделирование закрытия месяца;</li> <li>Подготовка к сезонной кампании;</li> <li>Подготовка презентаций.</li> </ul> <p> </p> <p><strong>Основные требования:</strong></p> <ul> <li>Опыт работы в Аналитике 2-3 года;</li> <li>Опыт работы в SAP (желательно);</li> <li>Свободный Английский;</li> <li>Продвинутый пользователь Excel;</li> <li>Аналитический склад ума;</li> <li><strong><em>Навык работы с большими данными; </em></strong></li> <li>Внимание к деталям;</li> <li>Быстрая обучаемость;</li> <li>Опыт руководства командой 2-3 человека (преимущество).</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li>Офис в центре Москвы;</li> <li>Гибридный график работы;</li> <li>ДМС страхование;</li> <li>Компенсация питания;</li> <li>Конкурентоспособная заработная плата.</li> </ul>","Английский язык
Работа с большим объемом информации
Аналитическое мышление",between1And3,FALSE,Avanta Россия,,,,,Москва,2022-07-05T20:05:46+0300
Web-разработчик / Специалист по интернет-продвижению,"<p>ООО «Некс-Т», ТМ NexTouch – крупнейший российский производитель интерактивного оборудования, средств вычислительной техники, программного обеспечения, аппаратно-программных комплексов, в том числе для людей с ОВЗ. Работаем с 2013 года.</p> <p>По данным аналитической компании ITResearch компания является лидером по количеству произведенных и реализованных сенсорных панелей в России.</p> <p><strong>Обязанности:</strong></p> <ul> <li><strong>Web</strong>: разработка сайтов, составление плана развития проекта, разработка функционала, верстка по макетам из Фигмы, дальнейшее сопровождение/доработка и обслуживание проектов (Wordpress)<br /><em>Возможно!</em> Написание дополнительного функционала на сайт</li> <li><strong>SEO</strong>: регулярная работа по оптимизации в поисковых системах, расширению семантического ядра, отслеживанию конкурентов, заказ текстов у копирайтеров, написание заголовков в соответствии с продвигаемыми запросами</li> <li><strong>Контекст</strong>: настройка и ведение рекламных кампаний в ЯндексДирект (Поиск и РСЯ, оптимизация кликов, конверсий, <em>возможно!</em> ручное управление ставками)</li> <li>Постановка задач штатным графическим дизайнерам для разработки макетов под верстку с учетом технических нюансов</li> <li>Работа под руководством менеджера по маркетингу и продукту, развитие одного бренда и суббрендов</li> <li>Составление отчетов (планирование, анализ эффективности) и предложений по продвижению</li> </ul> <strong>Требования:</strong> <ul> <li>Уверенное знание: Wordpress, опыт работы и разработки не менее 3 лет; основные плагины Wordpress (woocommerce, js-composer и другие подобные)</li> <li>Владение и опыт работ с фреймворками - bootstrap, jquery, vue.js, использование в проектах; опыт работы с yii2, git и composer</li> <li>Уверенное владение: CSS-верстка, разметка, html5</li> <li>Базовые знания: Figma, Photoshop - достаточные для вёрстки страниц; PHP; SQL (работа с MySQL через phpmyadmin, через консоль); js; настройка API</li> <li>Опыт настройки apache, nginx, взаимодействие с удаленным сервером через ssh</li> <li>Понимание как создаются сайты, оптимизированные для продвижения, для высокого трафика посетителей</li> <li>Опыт настройки и ведения рекламных кампаний в ЯндексДирект, GoogleAds</li> </ul> <strong>Условия:</strong> <ul> <li>График работы пн-пт на выбор: 09-18 / 10-19, перерыв на обед 1 час</li> <li>Офис в 10 минутах от метро Текстильщики на территории ОЭЗ Технополис «Москва»</li> <li>Молодой коллектив, отсутствие строгого дресс-кода (в период важных встреч или съемок необходим офисный стиль, мы обычно заранее предупреждаем)</li> <li>Мы работаем в Битрикс-24 — основной TaskManager</li> <li>Испытательный срок — 3 месяца. Оформление с первого дня.</li> </ul>","MySQL
PHP
HTML5
jQuery
CMS Wordpress
Figma
SEO
SEO оптимизация
CSS
Yii2
Продвижение сайтов
Технический аудит сайта
Контекстная реклама
Яндекс.Директ
Яндекс.Метрика",between3And6,FALSE,Некс-Т,70000,80000,FALSE,RUR,Москва,2022-07-05T20:06:17+0300
